年月日时分	站点名称	气温	降水	瞬时风向	瞬时风速	瞬时能见度	相对湿度	瞬时气压	一小时最高气温	一小时最低气温	一小时最大风速	一小时最大风速时风向
201410131800	交大	18.3	0	302	0.7	////	////	////	18.7	18.2	9.1	336
201410131810	交大	18.2	0	347	3.8	////	////	////	18.3	18.2	7.4	344
201410131820	交大	18.1	0	330	2	////	////	////	18.3	18.1	7.4	344
201410131830	交大	18	0	308	0.5	////	////	////	18.3	18	7.4	344
201410131840	交大	17.9	0	46	1.1	////	////	////	18.3	17.8	7.4	344
201410131850	交大	17.7	0	344	2.9	////	////	////	18.3	17.6	7.4	344
201410131900	交大	17.8	0	4	2.8	////	////	////	18.3	17.6	7.4	344
201410131910	交大	17.6	0	327	2	////	////	////	17.7	17.6	5.8	353
201410131920	交大	17.6	0	299	2.8	////	////	////	17.7	17.5	7.2	355
201410131930	交大	17.7	0	4	3.8	////	////	////	17.7	17.5	7.3	338
201410131940	交大	17.7	0	308	2.6	////	////	////	17.7	17.5	7.3	338
201410131950	交大	17.7	0	333	3.7	////	////	////	17.8	17.5	7.4	347
201410132000	交大	17.6	0	330	1.6	////	////	////	17.8	17.5	7.4	347
201410132010	交大	17.5	0	15	2.8	////	////	////	17.6	17.5	7.1	324
201410132020	交大	17.3	0	310	4.6	////	////	////	17.6	17.3	7.9	327
201410132030	交大	17.2	0	83	4.4	////	////	////	17.6	17.2	7.9	327
201410132040	交大	17.1	0	344	4.3	////	////	////	17.6	17.1	7.9	327
201410132050	交大	17	0	32	3.3	////	////	////	17.6	17	7.9	327
201410132100	交大	16.9	0	46	1.3	////	////	////	17.6	16.9	7.9	327
201410132110	交大	16.8	0	308	2.4	////	////	////	16.9	16.8	5.8	333
201410132120	交大	16.7	0	336	3.3	////	////	////	16.9	16.6	5.8	333
201410132130	交大	16.6	0	347	1.3	////	////	////	16.9	16.6	5.8	333
201410132140	交大	16.5	0	7	2.6	////	////	////	16.9	16.5	5.8	333
201410132150	交大	16.6	0	333	2.7	////	////	////	16.9	16.4	7.5	358
201410132200	交大	16.5	0	350	2.3	////	////	////	16.9	16.4	7.5	358
201410132210	交大	16.3	0	7	2.8	////	////	////	16.5	16.3	5.7	336
201410132240	交大	16.2	0	327	2.7	////	////	////	16.5	16.1	5.7	336
201410132250	交大	16	0	341	2	////	////	////	16.5	16	5.7	336
201410132300	交大	16	0	296	2.5	////	////	////	16.5	16	5.7	336
201410132310	交大	15.7	0	274	0.5	////	////	////	16	15.7	2.6	305
201410132320	交大	15.4	0	344	0.6	////	////	////	16	15.4	2.6	12
201410132330	交大	15.1	0	305	0.4	////	////	////	16	15.1	2.6	333
201410132340	交大	15	0	344	0.6	////	////	////	16	15	2.9	350
201410132350	交大	14.9	0	175	0	////	////	////	16	14.8	2.9	350
201410140000	交大	15.3	0	308	0.6	////	////	////	16	14.8	3.4	319
201410140010	交大	15.1	0	336	0.8	////	////	////	15.3	15.1	4.5	327
201410140020	交大	15.1	0	15	2.4	////	////	////	15.3	15	4.5	327
201410140030	交大	15.1	0	333	1.6	////	////	////	15.3	15	4.5	327
201410140040	交大	15.1	0	7	1.1	////	////	////	15.3	15	4.8	15
201410140050	交大	14.8	0	330	0.4	////	////	////	15.3	14.8	4.8	15
201410140100	交大	14.6	0	251	0	////	////	////	15.3	14.5	4.8	15
201410140110	交大	14	0	347	0.3	////	////	////	14.6	14	2.2	341
201410140120	交大	13.9	0	313	0	////	////	////	14.6	13.9	2.2	341
201410140130	交大	14	0	344	0.5	////	////	////	14.6	13.9	3.6	333
201410140140	交大	13.8	0	119	0	////	////	////	14.6	13.8	3.6	333
201410140150	交大	13.9	0	299	0.1	////	////	////	14.6	13.8	3.6	333
201410140200	交大	13.7	0	240	0	////	////	////	14.6	13.7	3.6	333
201410140210	交大	13.8	0	330	1.3	////	////	////	13.8	13.7	2.2	293
201410140220	交大	13.6	0	277	0	////	////	////	13.9	13.6	2.4	282
201410140230	交大	13.7	0	333	0.4	////	////	////	13.9	13.6	3.1	330
201410140240	交大	13.4	0	246	0.3	////	////	////	13.9	13.4	3.1	330
201410140250	交大	13	0	279	0	////	////	////	13.9	13	3.1	330
201410140300	交大	13.2	0	229	0.3	////	////	////	13.9	12.8	3.1	330
201410140310	交大	12.9	0	285	0.1	////	////	////	13.3	12.9	1.2	265
201410140330	交大	12.7	0	344	0	////	////	////	13.3	12.7	2.1	310
201410140340	交大	12.5	0	299	0	////	////	////	13.3	12.5	2.1	305
201410140400	交大	12.1	0	296	1.1	////	////	////	13.3	12.1	2.1	305
201410140420	交大	12.2	0	324	0	////	////	////	12.5	12.1	1.7	268
201410140430	交大	12.5	0	246	0	////	////	////	12.5	12.1	2.8	310
201410140440	交大	12.1	0	97	0	////	////	////	12.5	12.1	2.8	310
201410140450	交大	12.3	0	271	0	////	////	////	12.5	12.1	2.8	310
201410140500	交大	12.3	0	226	0	////	////	////	12.5	12.1	2.8	310
201410140510	交大	12.3	0	308	0	////	////	////	12.3	12.2	3.8	313
201410140520	交大	12.6	0	336	1.3	////	////	////	12.7	12.2	3.8	313
201410140530	交大	13.3	0	322	0.8	////	////	////	13.3	12.2	3.8	313
201410140540	交大	13.2	0	316	1.1	////	////	////	13.3	12.2	3.8	313
201410140550	交大	13.1	0	327	2	////	////	////	13.3	12.2	3.8	313
201410140600	交大	12.7	0	288	1.5	////	////	////	13.3	12.2	3.8	313
201410140610	交大	12.9	0	322	1.5	////	////	////	12.9	12.7	3.2	347
201410140620	交大	13.2	0	254	0.1	////	////	////	13.2	12.7	3.3	336
201410140630	交大	13.4	0	285	1	////	////	////	13.4	12.7	3.3	336
201410140640	交大	13.4	0	305	0	////	////	////	13.4	12.7	3.3	336
201410140700	交大	13.9	0	341	2	////	////	////	13.9	12.7	3.3	336
201410140710	交大	14.3	0	29	0	////	////	////	14.3	14	3.1	336
201410140720	交大	14.5	0	358	1.3	////	////	////	14.5	14	3.7	324
201410140730	交大	14.7	0	347	2.9	////	////	////	14.7	14	4.8	355
201410140740	交大	15.4	0	353	2.2	////	////	////	15.4	14	4.8	355
201410140750	交大	15.6	0	268	1.6	////	////	////	15.6	14	4.8	355
201410140800	交大	16.1	0	285	2.1	////	////	////	16.1	14	4.8	355
201410140820	交大	16.3	0	192	0	////	////	////	16.3	15.7	4.9	336
201410140830	交大	16.4	0	330	3	////	////	////	16.8	15.7	4.9	336
201410140840	交大	16.8	0	296	1.5	////	////	////	16.8	15.7	4.9	336
201410140850	交大	16.9	0	23	0.3	////	////	////	17.1	15.7	4.9	336
201410140900	交大	16.9	0	7	2.5	////	////	////	17.1	15.7	5.1	338
201410140910	交大	17.2	0	15	4.2	////	////	////	17.2	16.9	5.1	327
201410140920	交大	17.6	0	285	0.7	////	////	////	17.6	16.9	5.7	7
201410140930	交大	18	0	350	2.9	////	////	////	18.1	16.9	5.8	347
201410140940	交大	18.3	0	333	3.4	////	////	////	18.4	16.9	5.8	347
201410140950	交大	18.5	0	299	1.6	////	////	////	18.7	16.9	5.8	347
201410141000	交大	18.4	0	347	2.6	////	////	////	18.7	16.9	7	353
201410141010	交大	19	0	344	3.8	////	////	////	19	18.4	6.9	341
201410141050	交大	20.1	0	330	2.8	////	////	////	20.2	18.4	6.9	341
201410141100	交大	19.9	0	333	1.8	////	////	////	20.2	18.4	7.2	21
201410141110	交大	20.3	0	293	1.9	////	////	////	20.3	19.9	5.3	322
201410141120	交大	20.1	0	29	2.7	////	////	////	20.4	19.9	6.3	353
201410141130	交大	20.5	0	313	2.8	////	////	////	20.9	19.9	6.3	341
201410141140	交大	20.2	0	305	1.7	////	////	////	20.9	19.9	6.4	9
201410141150	交大	20.9	0	353	1.5	////	////	////	20.9	19.9	7.7	355
201410141200	交大	20.8	0	15	5.6	////	////	////	21	19.9	7.7	355
201410141210	交大	21.3	0	243	2.8	////	////	////	21.3	20.5	7.3	353
201410141220	交大	21.1	0	358	2.7	////	////	////	22.2	20.5	7.3	353
201410141230	交大	21.4	0	293	4.1	////	////	////	22.2	20.5	7.3	353
201410141240	交大	21.4	0	248	1.9	////	////	////	22.2	20.5	9	344
201410141250	交大	21.7	0	18	3.5	////	////	////	22.2	20.5	9	344
201410141300	交大	21.2	0	344	4.8	////	////	////	22.2	20.5	9	344
201410141310	交大	20.8	0	184	1	////	////	////	21.6	20.8	6	322
201410141320	交大	21.4	0	299	2.8	////	////	////	21.6	20.8	6	322
201410141330	交大	21.4	0	336	1.6	////	////	////	21.9	20.8	7	358
201410141340	交大	21.5	0	282	2.4	////	////	////	21.9	20.8	7	358
201410141350	交大	21.2	0	344	5	////	////	////	21.9	20.8	7.8	347
201410141400	交大	20.9	0	336	3.4	////	////	////	21.9	20.8	7.8	347
201410141410	交大	21.2	0	18	2.4	////	////	////	21.3	20.7	6.3	322
201410141420	交大	21	0	324	2.9	////	////	////	21.3	20.7	6.3	322
201410141440	交大	21	0	347	5.8	////	////	////	21.3	20.6	7.1	1
201410141450	交大	21.1	0	336	3.8	////	////	////	21.3	20.6	8.3	316
201410141500	交大	20.5	0	32	2	////	////	////	21.3	20.5	8.3	316
201410141510	交大	20.8	0	40	4.7	////	////	////	20.9	20.6	6.3	333
201410141520	交大	20.6	0	330	4.9	////	////	////	20.9	20.4	6.5	23
201410141550	交大	20.1	0	29	3.5	////	////	////	20.9	20.1	7.9	15
201410141600	交大	19.8	0	21	2.7	////	////	////	20.9	19.8	7.9	15
201410141610	交大	19.4	0	7	1.2	////	////	////	19.8	19.4	6.3	4
201410141620	交大	19.2	0	15	4.1	////	////	////	19.8	19.2	7.2	26
201410141630	交大	19.2	0	77	2.1	////	////	////	19.8	19.1	7.2	26
201410141640	交大	19	0	341	3.1	////	////	////	19.8	19	7.2	26
201410141700	交大	18.6	0	15	2.5	////	////	////	19.8	18.6	7.2	26
201410141710	交大	18.4	0	38	1.9	////	////	////	18.6	18.4	5.1	26
201410141720	交大	18.1	0	40	1.4	////	////	////	18.6	18.1	5.1	26
201410141730	交大	18.1	0	322	1.1	////	////	////	18.6	18.1	5.1	26
201410141740	交大	18.1	0	319	0.6	////	////	////	18.6	17.9	5.1	26
201410141750	交大	17.7	0	336	1.1	////	////	////	18.6	17.7	5.1	26
201410141800	交大	17.6	0	52	1.7	////	////	////	18.6	17.6	5.1	26
201410141810	交大	17.3	0	40	1.4	////	////	////	17.5	17.3	4.3	40
201410141820	交大	17.3	0	4	1.9	////	////	////	17.5	17.2	4.3	40
201410141830	交大	17.1	0	338	0.5	////	////	////	17.5	17.1	4.3	40
201410141850	交大	16.9	0	29	1.1	////	////	////	17.5	16.4	4.3	40
201410141900	交大	16.8	0	18	1.2	////	////	////	17.5	16.4	4.3	40
201410141910	交大	16.6	0	358	0	////	////	////	16.8	16.5	1.9	333
201410141920	交大	16.2	0	18	0.8	////	////	////	16.8	16.2	1.9	333
201410141930	交大	15.2	0	324	0.1	////	////	////	16.8	15.2	1.9	333
201410141940	交大	14.6	0	358	0.6	////	////	////	16.8	14.6	1.9	333
201410141950	交大	14.4	0	38	0	////	////	////	16.8	14.4	1.9	333
201410142000	交大	13.8	0	46	0	////	////	////	16.8	13.8	1.9	333
201410142100	交大	12.4	0	347	0	////	////	////	13.8	12.4	0	347
201410142110	交大	12.4	0	7	0	////	////	////	12.4	12.3	0	7
201410142120	交大	12.2	0	358	0	////	////	////	12.4	12.2	0	358
201410142130	交大	11.9	0	288	0	////	////	////	12.4	11.9	0	288
201410142140	交大	11.9	0	229	0	////	////	////	12.4	11.8	0	229
201410142150	交大	11.6	0	240	0	////	////	////	12.4	11.6	0	240
201410142200	交大	11.6	0	254	0	////	////	////	12.4	11.5	0	254
201410142210	交大	11.8	0	285	0	////	////	////	11.8	11.6	0	285
201410142220	交大	11.7	0	265	0	////	////	////	11.8	11.6	0	265
201410142230	交大	11.7	0	268	0	////	////	////	11.8	11.6	0	268
201410142240	交大	11.6	0	254	0	////	////	////	11.8	11.6	0	254
201410142300	交大	11.2	0	322	0	////	////	////	11.8	11.2	0	322
201410142310	交大	11.3	0	147	0	////	////	////	11.3	11.2	0	147
201410142320	交大	10.8	0	125	0	////	////	////	11.3	10.8	0	125
201410142330	交大	10.8	0	116	0	////	////	////	11.3	10.8	0	116
201410142340	交大	10.6	0	215	0	////	////	////	11.3	10.6	0	215
201410142350	交大	10.2	0	282	0	////	////	////	11.3	10.2	0	282
201410150000	交大	10.2	0	260	0	////	////	////	11.3	10.1	0	260
201410150010	交大	10.2	0	288	0	////	////	////	10.2	10.2	0	288
201410150020	交大	10.3	0	319	0	////	////	////	10.3	10.1	0	319
201410150030	交大	10.1	0	308	0	////	////	////	10.3	10.1	0	308
201410150040	交大	10.1	0	333	0	////	////	////	10.3	10	0	333
201410150050	交大	9.9	0	308	0	////	////	////	10.3	9.9	0	308
201410150100	交大	9.9	0	274	0	////	////	////	10.3	9.9	0	274
201410150110	交大	9.9	0	285	0	////	////	////	9.9	9.9	0	285
201410150120	交大	9.9	0	274	0	////	////	////	9.9	9.8	0	274
201410150130	交大	10.2	0	246	0	////	////	////	10.2	9.8	0	246
201410150140	交大	10.2	0	251	0	////	////	////	10.2	9.8	0	251
201410150150	交大	10.1	0	234	0	////	////	////	10.2	9.8	0	234
201410150200	交大	10.1	0	263	0	////	////	////	10.2	9.8	0	263
201410150210	交大	10.1	0	254	0	////	////	////	10.1	10	0	254
201410150220	交大	10.1	0	285	0	////	////	////	10.1	10	0	285
201410150230	交大	10.2	0	260	0	////	////	////	10.2	10	0	260
201410150240	交大	10.3	0	299	0	////	////	////	10.3	10	0	299
201410150250	交大	10.2	0	97	0	////	////	////	10.5	10	0	97
201410150300	交大	10	0	305	0	////	////	////	10.5	10	0	305
201410150330	交大	10.2	0	291	0	////	////	////	10.2	9.8	0	291
201410150340	交大	10	0	308	0	////	////	////	10.2	9.8	0	308
201410150400	交大	9.4	0	265	0	////	////	////	10.2	9.4	0	265
201410150420	交大	9.4	0	313	0	////	////	////	9.6	9.4	0	313
201410150430	交大	9.3	0	263	0	////	////	////	9.6	9.3	0	263
201410150440	交大	9.4	0	330	0	////	////	////	9.6	9.3	0	330
201410150450	交大	9.3	0	271	0	////	////	////	9.6	9.3	0	271
201410150500	交大	9.2	0	296	0	////	////	////	9.6	9.2	0	296
201410150510	交大	9.1	0	263	0	////	////	////	9.2	9.1	0	263
201410150520	交大	8.9	0	263	0	////	////	////	9.2	8.9	0	263
201410150530	交大	8.8	0	240	0	////	////	////	9.2	8.8	0	240
201410150540	交大	8.7	0	212	0	////	////	////	9.2	8.6	0	212
201410150550	交大	8.8	0	353	0	////	////	////	9.2	8.6	0	353
201410150600	交大	8.9	0	15	0	////	////	////	9.2	8.6	0	15
201410150610	交大	8.8	0	299	0	////	////	////	8.9	8.7	0	299
201410150620	交大	8.9	0	229	0	////	////	////	8.9	8.7	0	229
201410150630	交大	9.4	0	243	0	////	////	////	9.4	8.7	0	243
201410150640	交大	9.8	0	189	0	////	////	////	9.8	8.7	0	189
201410150700	交大	11.9	0	257	0	////	////	////	11.9	8.7	0	257
201410150710	交大	13.3	0	302	0	////	////	////	13.3	12	0	302
201410150720	交大	14.2	0	198	0	////	////	////	14.2	12	0	198
201410150730	交大	14.9	0	43	0	////	////	////	14.9	12	0.1	313
201410150750	交大	15.6	0	296	0.7	////	////	////	15.9	12	3	330
201410150800	交大	16.1	0	347	0.8	////	////	////	16.1	12	3	330
201410150810	交大	16.7	0	336	2	////	////	////	16.7	16.1	2.8	341
201410150820	交大	17.4	0	285	1.6	////	////	////	17.4	16.1	2.8	341
201410150830	交大	16.8	0	18	1.3	////	////	////	17.4	16.1	3.5	344
201410150840	交大	17.2	0	322	2.3	////	////	////	17.4	16.1	3.8	341
201410150850	交大	17.5	0	355	1.9	////	////	////	17.5	16.1	3.8	341
201410150900	交大	17.7	0	237	0.1	////	////	////	17.7	16.1	3.8	341
201410150910	交大	18.2	0	319	2.6	////	////	////	18.3	17.8	5.2	336
201410150920	交大	18.5	0	333	3.2	////	////	////	18.5	17.8	5.2	336
201410150930	交大	19.1	0	313	0.7	////	////	////	19.1	17.8	5.2	336
201410150940	交大	19.1	0	54	2.3	////	////	////	19.1	17.8	5.2	336
201410150950	交大	19.2	0	322	1.6	////	////	////	19.4	17.8	5.2	336
201410151000	交大	19.6	0	23	1.4	////	////	////	19.9	17.8	5.2	336
201410151010	交大	20.3	0	330	2.3	////	////	////	20.3	19.7	3.5	313
201410151020	交大	19.9	0	189	0	////	////	////	20.3	19.7	3.8	355
201410151030	交大	20.4	0	341	3.7	////	////	////	20.8	19.7	4.1	333
201410151040	交大	20.8	0	305	0.6	////	////	////	20.8	19.7	4.9	4
201410151050	交大	20.4	0	336	1.9	////	////	////	20.8	19.7	4.9	4
201410151100	交大	20.7	0	4	1.2	////	////	////	20.8	19.7	4.9	4
201410151110	交大	20.7	0	52	2.5	////	////	////	20.7	20.5	4.4	74
201410151120	交大	21	0	336	0.4	////	////	////	21	20.5	6.3	333
201410151130	交大	21.2	0	52	3.6	////	////	////	21.5	20.5	6.3	333
201410151140	交大	21.5	0	347	2.6	////	////	////	21.6	20.5	6.3	333
201410151150	交大	21.2	0	333	2.1	////	////	////	21.8	20.5	6.3	333
201410151200	交大	21.8	0	9	2.7	////	////	////	22	20.5	6.3	333
201410151210	交大	22.5	0	49	2.5	////	////	////	22.5	21.6	5.2	66
201410151220	交大	22	0	353	1.1	////	////	////	22.5	21.5	5.8	15
201410151230	交大	22.2	0	308	1.9	////	////	////	22.5	21.5	5.8	15
201410151240	交大	21.9	0	63	2	////	////	////	22.5	21.5	5.8	15
201410151250	交大	22.4	0	319	0.5	////	////	////	22.5	21.5	5.8	15
201410151300	交大	22.6	0	212	0.3	////	////	////	22.7	21.5	5.8	15
201410151310	交大	22.6	0	336	1.1	////	////	////	23.2	22.3	3.4	265
201410151320	交大	22.8	0	333	3.1	////	////	////	23.2	22.3	4.4	32
201410151330	交大	22.4	0	77	0.8	////	////	////	23.2	22.3	4.8	316
201410151340	交大	22.7	0	60	1.7	////	////	////	23.2	22.3	4.8	316
201410151350	交大	23.3	0	240	0.8	////	////	////	23.3	22.3	4.8	316
201410151400	交大	23	0	128	0.4	////	////	////	23.9	22.3	5.5	324
201410151410	交大	23.1	0	4	1.3	////	////	////	23.6	23	4.6	274
201410151420	交大	23.3	0	263	1	////	////	////	23.6	22.7	4.6	274
201410151440	交大	22.6	0	18	1.5	////	////	////	23.6	22.6	4.6	274
201410151450	交大	22.5	0	29	1	////	////	////	23.6	22.3	4.6	274
201410151500	交大	23.1	0	46	0	////	////	////	23.6	22.3	4.6	274
201410151510	交大	23.3	0	229	0.5	////	////	////	23.3	22.8	1.8	251
201410151520	交大	23	0	257	1.2	////	////	////	23.3	22.8	4.4	302
201410151530	交大	23	0	97	0.1	////	////	////	23.3	22.8	4.4	302
201410151540	交大	22.5	0	302	1.9	////	////	////	23.3	22.5	4.4	302
201410151550	交大	22.3	0	29	1.1	////	////	////	23.3	22.3	4.4	302
201410151600	交大	21.7	0	263	0.9	////	////	////	23.3	21.7	4.4	302
201410151610	交大	21.4	0	274	0	////	////	////	21.7	21.4	2.5	285
201410151620	交大	21.1	0	316	0.9	////	////	////	21.7	21.1	3.5	254
201410151630	交大	20.7	0	341	0	////	////	////	21.7	20.7	3.5	254
201410151640	交大	20.4	0.3	260	0.7	////	////	////	21.7	20.4	3.5	254
201410151650	交大	20.1	0.3	187	0	////	////	////	21.7	20.1	3.5	254
201410151700	交大	19.5	0.3	274	0	////	////	////	21.7	19.5	3.5	254
201410151720	交大	18.5	0	229	0	////	////	////	19.4	18.5	2.1	263
201410151730	交大	17.3	0	263	0	////	////	////	19.4	17.3	2.1	263
201410151740	交大	16.7	0	215	0	////	////	////	19.4	16.7	2.1	263
201410151750	交大	16.2	0	240	0	////	////	////	19.4	16.2	2.1	263
201410151800	交大	15.8	0	265	0	////	////	////	19.4	15.8	2.1	263
201410151810	交大	15.5	0	243	0	////	////	////	15.7	15.5	0	243
201410151820	交大	15.2	0	218	0	////	////	////	15.7	15.2	0	218
201410151830	交大	15	0	232	0	////	////	////	15.7	15	0	232
201410151840	交大	14.7	0	220	0	////	////	////	15.7	14.7	0	220
201410151850	交大	14.5	0	192	0	////	////	////	15.7	14.5	0	192
201410151900	交大	14.2	0	285	0	////	////	////	15.7	14.2	0	285
201410151910	交大	13.9	0	220	0	////	////	////	14.1	13.8	0	220
201410151920	交大	13.9	0	108	0	////	////	////	14.1	13.8	0	108
201410151930	交大	13.5	0	119	0	////	////	////	14.1	13.5	0	119
201410151940	交大	13.5	0	130	0	////	////	////	14.1	13.5	0	130
201410151950	交大	14	0	139	0	////	////	////	14.1	13.5	0	139
201410152000	交大	14.8	0	156	1.3	////	////	////	14.8	13.5	1.7	133
201410152010	交大	15.7	0	119	1.3	////	////	////	15.7	14.9	2.3	156
201410152030	交大	15	0	108	0.2	////	////	////	15.9	14.9	2.3	156
201410152040	交大	14.4	0	105	1.3	////	////	////	15.9	14.4	2.3	156
201410152050	交大	14.2	0	116	0	////	////	////	15.9	14.2	2.3	156
201410152100	交大	14.2	0	156	0	////	////	////	15.9	13.9	2.3	156
201410152110	交大	13.8	0	119	0.8	////	////	////	14.3	13.8	1.6	139
201410152120	交大	13.9	0	91	0.1	////	////	////	14.3	13.7	1.6	139
201410152130	交大	14.3	0	158	1	////	////	////	14.3	13.7	2.5	164
201410152140	交大	15.2	0	164	0	////	////	////	15.2	13.7	2.5	164
201410152150	交大	15.2	0	122	1.2	////	////	////	15.3	13.7	2.5	164
201410152200	交大	14.7	0	142	0	////	////	////	15.3	13.7	2.5	164
201410152210	交大	13.9	0	122	0	////	////	////	14.6	13.9	0	122
201410152220	交大	13.9	0	133	0.9	////	////	////	14.6	13.7	2.1	142
201410152230	交大	14.1	0	105	0.5	////	////	////	14.6	13.7	2.1	142
201410152240	交大	14	0	128	0.4	////	////	////	14.6	13.7	2.1	142
201410152250	交大	14.1	0	187	0	////	////	////	14.6	13.7	2.1	142
201410152300	交大	14.2	0	237	0	////	////	////	14.6	13.7	2.1	142
201410152310	交大	14.4	0	305	0	////	////	////	14.4	14.1	1.3	167
201410152320	交大	14	0	251	0	////	////	////	14.4	14	1.3	167
201410152330	交大	13.5	0	234	0	////	////	////	14.4	13.5	1.3	167
201410152340	交大	13.1	0	203	0	////	////	////	14.4	13.1	1.3	167
201410152350	交大	12.9	0	285	0	////	////	////	14.4	12.9	1.3	167
201410160000	交大	12.9	0	344	0	////	////	////	14.4	12.9	1.3	167
201410160010	交大	12.7	0	71	0	////	////	////	13	12.7	0	71
201410160020	交大	12.6	0	102	0	////	////	////	13	12.5	0	102
201410160040	交大	12.1	0	268	0	////	////	////	13	12.1	0	268
201410160050	交大	12	0	279	0	////	////	////	13	12	0	279
201410160100	交大	12.1	0	254	0	////	////	////	13	12	0	254
201410160110	交大	12.2	0	336	0	////	////	////	12.2	12	0	336
201410160120	交大	11.9	0	268	0	////	////	////	12.2	11.9	0	268
201410160130	交大	12	0	243	0	////	////	////	12.2	11.9	0	243
201410160140	交大	12.3	0	288	0	////	////	////	12.3	11.9	0	288
201410160200	交大	12.1	0	29	0	////	////	////	12.4	11.9	0	29
201410160210	交大	12	0	220	0	////	////	////	12.1	12	0	220
201410160220	交大	12.2	0	203	0	////	////	////	12.2	12	0	203
201410160230	交大	12	0	333	0	////	////	////	12.2	12	0	333
201410160240	交大	12.2	0	319	0	////	////	////	12.3	12	0	319
201410160250	交大	12.3	0	355	0	////	////	////	12.3	12	0	355
201410160300	交大	12.5	0	237	0	////	////	////	12.5	12	0	237
201410160310	交大	12.6	0	184	0	////	////	////	12.7	12.5	0	184
201410160320	交大	12.1	0	77	0	////	////	////	12.7	12.1	0	77
201410160340	交大	12.3	0	189	0	////	////	////	12.7	12.1	0	189
201410160350	交大	12.5	0	229	0	////	////	////	12.7	12.1	0	229
201410160400	交大	12.5	0	113	0	////	////	////	12.7	12.1	0	113
201410160410	交大	12.5	0	99	0	////	////	////	12.5	12.5	0	99
201410160440	交大	12.5	0	319	0	////	////	////	12.5	12.4	0	319
201410160450	交大	12.3	0	226	0	////	////	////	12.6	12.3	0	226
201410160500	交大	12.2	0	254	0	////	////	////	12.6	12.2	1.1	277
201410160530	交大	12	0	220	0	////	////	////	12.3	12	0	220
201410160540	交大	12	0	274	0	////	////	////	12.3	12	0	274
201410160550	交大	11.7	0	237	0	////	////	////	12.3	11.7	0	237
201410160600	交大	12	0	291	0	////	////	////	12.3	11.7	0	291
201410160610	交大	11.8	0	229	0	////	////	////	12	11.8	0	229
201410160620	交大	11.8	0	212	0	////	////	////	12	11.7	0	212
201410160630	交大	12	0	257	0	////	////	////	12	11.7	0	257
201410160640	交大	12.3	0	220	0	////	////	////	12.3	11.7	0	220
201410160650	交大	12.6	0	288	0	////	////	////	12.6	11.7	0	288
201410160700	交大	13.5	0	282	0	////	////	////	13.5	11.7	0.6	288
